title,link,contents
 고교취업연계장려금과 국가장학금1유형(학생직접지원형) 중복 가능?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=490972488&qb=7Leo7JeF&enc=utf8,22년도에 고교취업연계장려금 신청을 해서 받았었습니다. 올해 9월까지 회사 재직 후 퇴사하여 2026년도에 대학에 신입학하게 되었는데 국가장학금 1유형(학생직접지원형) 신청을 해도 되는 걸까요? 혹시 고교취업연계장려금이랑 국가장학금 1유형(학생직접지원형) 중복되면 안되는 것인지 모르겠어서 여쭤봅니다.
 아청법 위반으로 벌금이나 집행유예 취업,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=484246557&qb=7Leo7JeF&enc=utf8,"건 취업을 못하게 되는 건가요?공기업, 공무원, 교육 및 사회복지 기관에서는 범죄경력을 조회할 수 있고, 아청법의 경우 위반하여 처벌받는 순간 영구적으로 취업 불가라고 들었습니다."
 성범죄 에너지 공공기관 취업 시 걸림돌,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020603&docId=491487443&qb=7Leo7JeF&enc=utf8,"죄(디지털)로 조건부 기소유예 처분을 받았습니다(잘못을 인정하고, 억울하지 않습니다. 반성도 많이 하고 있습니다.)1. 이 디지털 성범죄 기소유예가 전과는 아니지만, 취업에 있어 예상되는 걸림돌이 뭐가 있을까요?2.법적으론 불이익이 없어도 일단 보여지긴 할까요? 3. 일정기간이(5년정도?) 지나면 사라진다고 햤는데 그러면 수사기록에도 사라져서 정말 어떤 불이익 걱정도 안해도 될까요?4. 위 질문과 별개로 피해회복을 위한 노력을 위해, 제가 뭘 할 수 있을까요?"
 조기취업수당 받고 다시 실업급여 받을 수 있나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=489310922&qb=7Leo7JeF&enc=utf8,"급여를 받다가 취업을 했는데,이번 직장이 12개월 계약직입니다.그래서 25년 5월 16일부터 26년 5월 15일 계약인데이 계약 만기로 퇴사할 경우 조기취업 수당을 받고 다시 실업급여 신청이 가능한가요? 조기취업수당의 요건에 충족하는지 궁금합니다그리고 바로 다시 실업급여도 가능한지요?"
죄 기소유예 시 택배 및 운송업 취업 제한은?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492335726&qb=7Leo7JeF&enc=utf8," 사건종료된지 3년이 되어가고 있습니다그동안 생활해보니 공무원, 공기업들은 모르겠지만 일반적인 중소 사기업에서 일하는 경우에는 제한이 없었습니다.성범죄 기소유예시 버스, 택배 및 화물운송종사자격증 취득이나 취업에 제한이 있는지 궁금합니다.성범죄 기소유예시 택배 및 화물운송종사 제한 관련만약 제한 해당이 없다면 어느 처벌부터 제한이 되는지 궁금합니다 관련태그: 성폭력/강제추행 등, 형사일반/기타범죄"
 30대 뇌종양이면 취업 못하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010104&docId=492098425&qb=7Leo7JeF&enc=utf8," 준비 중에 뇌종양 진단을 받게 되어 향후 직업을 갖는 데 있어 의학적, 제도적 제약이 있을지 걱정됩니다. 뇌종양 수술이나 치료 이력이 일반적인 기업의 채용 신체검사에서 결격 사유가 되는 경우가 흔한가요? 치료 후 인지 기능이나 신체 능력이 회복되었다는 전문의의 소견이 있다면 정상적인 업무 수행이 가능한가요? 완치 후 직장 생활을 할 때 뇌압 조절이나 정기 검진을 위해 직무상 배려받아야 할 점이 있는지 궁금합니다."
 억울하게 사기로 연류가 됫는데 경비에 취업이 되나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=602060402&docId=490630412&qb=7Leo7JeF&enc=utf8,년 8월에 사기죄로 억울하게 연류가 되어서 벌금 700만원 받았고 처분결과가 11월 29일 입니다 지금 경비에 취업이 가능할까요? 몇년이 지나야 취업이 가능한지 궁금합니다
 취업규칙과 근로계약서 중 뭐가 우선시 되나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60802&docId=490311775&qb=7Leo7JeF&enc=utf8,"하세요. 근로계약기간 관련하여,취업규칙에는 근로계약기간은 기간의 정함이 없는것과 일정한 사업완료에 필요한 기간을 정한것, 법개정 등 기타사유를 제외하고는 2년으로 한다. 라고 되어있고근로계약서에는 1년으로 기간이 기재되어 있습니다.이 경우 어느 쪽이 우선시 되는지 궁금합니다."
" 경영학과 취업 준비, 자격증부터 따야 할까요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40405&docId=491783169&qb=7Leo7JeF&enc=utf8," 막 경영학과 2학년 올라가는데요, 주변에서 자격증 준비하라는 얘기를 많이 들어서요. 전산회계나 재경관리사 같은 자격증이 취업에 정말 도움이 될까요? 아니면 다른 스펙 쌓는 게 더 중요한가요? 자격증 공부 시작하면 시간 많이 뺏길 것 같아서 고민입니다. 혹시 자격증 없이도 취업 성공한 선배님들 사례나, 자격증 준비하면서 같이 하면 좋은 활동들 추천해주실 분 계신가요?"
 개인회생 변제금 납부 중 해외취업,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60203&docId=490455944&qb=7Leo7JeF&enc=utf8, 개인회생을 신청하여 23년 7월에 인가받았고 23년 9월에 법원집회도 끝내고 지금까지 변제금을 꾸준히 납부중에 있어요 연체 일절 없구여 그 사이에 일때문에 해외도 다녀왔기 때문에 출국금지 같은거도 없었구여 그런데 제가 이번에 해외지사로 발령을 받아서 호주로 취업을 하게 되었어요 그런데 회생 변제금 납부중 지금 상황에 해외취업이 가능한가요??
 소방안전관리자2급 자격증으로 취업가능한 직장은....?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110704&docId=491357507&qb=7Leo7JeF&enc=utf8,안전관리자2급 자격증을 취득시 취업가능한곳이 궁금합니다.69세로 취업도 가능할까요?
 시 민사소송 기록 제출 요구 가능성은?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491886049&qb=7Leo7JeF&enc=utf8,"민사소송에 걸려 소 중간에 합의하고 1000만원의 부채를 갚았습니다. 법원 확정판결 or 이행권고결정이 확정되었을때, 미래에 취업시 제한이 온다거나, 아니면 회사측에서 민사관련 자료를 제출하라고 할 수 있나요? 그랬을 때 기록이 남게 되나요? 향후 사기업뿐 아니라 공기업, 공무원이 되었을 때에도 전혀 문제가 없는 건지 궁금합니다. 형사소송 관련해서는 없습니다. 관련태그: 고소/소송절차, 형사일반/기타범죄"
방해죄 성립 여부와 보상 가능성은?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491925778&qb=7Leo7JeF&enc=utf8,"년 7월 말 부터 23년 8월 중순까지 A 회사를 다니다가 이직을 하여 B회사에서 일을 하던 중 23년 말쯤에 A회사 대표가 회사를 매매하여 대표가 바뀌게 되면서 저에게 다시 A회사에서 같이 하자는 제안이 들어와 그렇게 하기로 하고 B회사에서 퇴직 준비를 하고 24년 2월초인지 중간쯤 B회사를 퇴직을 하게되었고 다시 A회사를 입사하려던 중 갑자기 그때는 무슨이유인지 모르겠으나 조금 기다려달라 라는말만 듣다 24녀 4월경 약 1~2주 정도를 알바로 먼저 들어갔다가 알바를 하던 중 다시 나오지 말라는 연락을 받았습니다. 그러던 중 A회사를 인수한 대표가 2명이라는것을 알게되었고 2명중 1명이 반대 1명이 찬성하여 어찌저찌 6월초에 근로계약서를 쓰고 근무를 하고 26년 1월 4일자로 퇴직을 하게 되었는데 알고보니 A회사를 매매할 때 매매계약서에 저를포함 총 6명의 이름이 들어간 취업금지조항을 대표 2명중 1명이 계약서를 썼고 나머지 1명은 모르는 상태로 저를 채용하게 된 것이었습니다. (모르고 있던 대표는 다른대표와 마찰이 있어 25년도 1분기에 지분을 뺌) 이로인해 A회사를 들어오려고 괜히 B회사를 그만두고 대기하는동안 생활비 등의 비용이 들어 대출을 받기도 하였고 경제적으로나 정신적으로나 A회사의 전 대표와 매매계약서를 작성한 2명중 1명의 대표에게 피해를 받았는데 이것이 취업방해죄가 성립이 되는지, 된다면 보상을 받을 수 있는지에 대해 상담을 요청합니다. 사건발생일은 그 즈음에 매매계약서를 작성한 것으로 들었습니다. 관련태그: 고소/소송절차, 형사일반/기타범죄, 노동/인사"
유예 중 보안 분야 취업 가능할까요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=492350709&qb=7Leo7JeF&enc=utf8,"년도에 집행유예 2년을 선고받고 26년 5월 31일에 집행유예가 종료됩니다. 성폭력, 폭행 건은 전혀 아니구요. 혹시 집행유예 기간이 끝나기 전에 경호 경비 보안쪽으로 취업을 하고 싶은데, 집행유예 기간 중에 배치신고를 하고 일 할 수 있을까요? 유예기간이 끝나야 배치신고가 가능할까요? .....................................관련태그: 수사/체포/구속, 형사일반/기타범죄"
 2026년도 F4비자로 주유소에 취업가능하세요,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6010101&docId=491545983&qb=7Leo7JeF&enc=utf8,26년도. F4비자로 주유소에 취업할수 있습니까?
" 학자금대출, 등록금 납부 임박 시에는 취업후상환장학금을 취소해야 할까요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=4010504&docId=491527056&qb=7Leo7JeF&enc=utf8,"하세요, 일요일에 학자금대출 통합 신청을 승인받았습니다.일반상환, 취업후상환 두가지 말입니다!현재 학자금 지원구간 미산정으로 심사중인데요, 8주 내외 정도가 걸린다고 알고 있습니다그런데 등록금 납부는 2월 초입니다이런 경우에는 취업후상환을 취소하고 일반만 신청한 후에 취업후상환 전환 대출을 따로 신청해야 할까요?아니면 둘다(일반, 취업후) 신청한 상태로 그대로 두고, 취업후상환 전환 대출을 신청해야 할까요?"
 취업성공패키지 취업하면 지원금 질문,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492379459&qb=7Leo7JeF&enc=utf8,성공패키지 지원금을 신청 후에 취업을 하면 지원금은 못 받는건가요?그리고 취업하면 취업했다고 재직증명서를 내야하는 건가요?
 일본 미술 대학나오면 한국 취업이 많이 힘들까요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110602&docId=492392832&qb=7Leo7JeF&enc=utf8," 미대 준비중인 고등학생입니다.저는 일본의 그림의 느낌이 좋아서 미디어나그래픽과 쪽으로 유학을 생각하고있었는데,최근들어서 일본 유학에 취업관련한 메리트가 없다는 사람들을 많이 봐서 고민중입니다.먼저, 저는 일본에 아예 정착하고 싶은 마음은 없습니다.하지만 학원에서도 일본대학을 가면 적어도 이름있는 기업에서 3-4년은 일하고 돌아와야 국내 취업이 가능해진다고 말씀하셨습니다. 일본에서 대학을 나오고 3-4년 대기업에서 일을 했을때 한국에서 취업이 힘들까?이 고민이 큽니다.가능하면 현재 일본 미대관련 전문가이시거나 경험하신 분께서 답해주셨으면 좋겠습니다감사합니다!"
"킹처벌법 벌금형, 공공기관 취업에 영향은?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491780110&qb=7Leo7JeF&enc=utf8,"킹처벌법으로 약식기소되어 300만원 벌금형에 벌급완납시 공공기관 취업시 결격사유에 성폭력범죄 벌금 100만 원 이상시 결격사유라면 스토킹 처벌 벌금형도 성폭력범죄로 처벌 받은걸로 되나요?? 포함되지않고 별개인가요 헷갈리는 부분이 많아서 정확한 답변이 필요합니다 사람마다 말이 다른것같아서요 아그리고 2년이지나면 형이 실효가된다고하던데 그러면 2년이지나면 취업시 범죄경력조회에 안뜨니까 어떠한 불이익이나 결격사유에 해당하지 않나요?스토킹처벌법이 성범죄에 해당하는지 알려주세요 ㅇㅇ 관련태그: 노동/인사, 성폭력/강제추행 등, 미성년 대상 성범죄"
 B형 간염 보균자 취업 가능 병원 질문,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010107&docId=491556474&qb=7Leo7JeF&enc=utf8,간염보균자입니다 요양병원.재활병원에 병원에 취업이 안되나요
 간호학과 4학년 취업 성적반영 문의,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=11050403&docId=492119337&qb=7Leo7JeF&enc=utf8,하세용 간호학과4학년이 됐는데요 4학년1학기가 끝나면 1학년때부터 4학년 1학기까지의 성적을 가지고 2학기때부터 면접을 보러다니잖아요?? 근데 만약에 바로 취업 안하고 다른 일을 먼저하고 나중에 병원에 입사하겠다하면 그때도 4학년1학기까지의 성적으로 면접을 보나요? 아니면 4학년2학기까지 보나요?
" 불송치 기록, 취업에 불이익이 있을까요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491862340&qb=7Leo7JeF&enc=utf8,"하세요, 3년 전 친구와 다툼으로 인해, 사건이 있었다 친구가 잘못을 인정하고 처벌 불원서를 통해 폭행 불송치 (공소권 없음) 을 받았습니다. 범죄경력조회서에는 전과가 아니라, 조회되진 않지만, 수사경력자료에서는 조회되는 것을 알았습니다. 5년 내에 지워진다 하지만, 취업을 그 전에 해야 하는 상황이라 몇가지 질문 좀 드리고 싶습니다.1. 「형의 실효 등에 관한 법률」 제6조 제1항 단서에 의거, 위와 같이 이미 종결된 수사 경력자료가 일반 공기업이나 국가보안시설 신원조사 시 회보 범위에 포함되는지 궁금합니다.해당 기록이 전과가 아님을 인지하고 있으나, 채용 단계에서 인사팀이 이를 인지하거나 불이익을 줄 수 있는 실무적 가능성이 있는지 확인 부탁드립니다.2. 국정원이나 군 간부 등 특수 직군, 보안 시설 공공기관 경우에는 신원 조회를 통한 수사경력자료 까지도 조회할 수 있다고 그러는데, 여러 기업의 결격 사유에 대해서는 성립하진 않는거 같습니다. 하지만 이런 기업이나 직군에 도전하는 경우, 기록이 존재하는 한 불이익이 있을까요?3. 금융공기업 같은 기업에서의 결격 사유는 주로 경제 범죄인거 같은데, 저 같은 경우, 제 꿈을 잃지 않고 그냥 하루를 다시 열심히 살아가도 될까요?4. 일반적인 경우, 경찰청을 통해 신원 조회를 한다고 들었습니다. 이 때 경찰청이 인사담당자가 결격사유여부에 대해서 적격/부적격 회보식으로만 알려주는건지, 수사경력이 아닌 범죄경력조회서를 통한 적격 부적격 회보식인지, 그렇다면 불이익이 없을지 궁금합니다.5. 해외여행 결격사유가 없으신 분 <- 이 부분에 대해서, 비자를 받을 수 있는지, 여권이 당장 발급 가능한지 정도 알고 있습니다, 미국 캐나다 같은 특정 나라에서 저 같은 경우는 발급이 어려워 채용 불이익이 있을까요?취준생인데, 미숙한 지난날에 대한 후회와 너무 힘들어서, 하루 종일 우울해있습니다 도와주세요 .. 관련태그: 고소/소송절차, 형사일반/기타범죄"
 대학교 3학년에 취업하면 자퇴밖에 답이 없나요???,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=489462664&qb=7Leo7JeF&enc=utf8,교 3-1 학기나 3-2학기 때 취업하면대학은 자퇴밖에 답이 없나요??학교에서 온라인으로 강의 대체해주거나 하는건거의 없겠죠?
유예가 미국 비자와 취업에 미치는 영향은?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491540134&qb=7Leo7JeF&enc=utf8,"/1/1에 고소당했고, 24년 가을 겨울쯤 기소유예를 받았습니다.(초범) 제가 해양대에 진학하게 되어서, 28년에 배를 타는데 이때 비자가 발급되지 않으면 어쩌나하는 걱정이 듭니다. 그리고 이 전과가 29년 취업때도 악영향이 있진 않을까하는 생각도 듭니다. 5년이 지나지 않은 상태일 때, 이 전과가 선사에 취업, 미국 비자 등에 영향이 있는지 궁금합니다. 관련태그: 고소/소송절차, 형사일반/기타범죄"
" 실업급여 중 취업, 남은 기간 어떻게 되나요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=601&docId=491741059&qb=7Leo7JeF&enc=utf8,급여 받는 중에 취업이 되면 남은 급여는 어떻게 되는지 궁금합니다. 만약 6개월 받던 중에 3개월 차에 취업이 되면 나머지 3개월은 못 받게 되는 건가요? 아니면 취업 후에도 계속 이어서 받을 수 있는 건지... 그리고 취업한 직장에서 또 그만두게 되면 다시 실업급여 신청이 가능한지도 알고 싶습니다. 이런 경우 겪어보신 분들 조언 부탁드려요!
 국민취업지원제도 미참여자 취업성공수당 수령 가능 여부,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=492166626&qb=7Leo7JeF&enc=utf8,"하세요 작년 대학원 졸업후 취업에 성공한 20대 사회초년생입니다.작년 7월경 국민취업지원제도 1유형을 신청하였는데,자격 미달로 미선정되었습니다. 상담사 분 께서 ""지원금이 나오는것은 아니지만, 2유형으로 변경해서 신청해 드릴까요?""라고 권유 하였고저는 거절을 하였습니다.그 후 8월에 취업에 성공하여 재직한지 6개월이 지났습니다.취업후 6개월이 지나면 취업성공수당이라는 것을 받을 수 있다고 하는데,저는 대상이 아니라고 나옵니다.국민취업지원제도 참여자가 아니라면 어떠한 경로라도 지급이 안 되는것일까요?아니면 6개월이 지나고 익월에 신청대상으로 바뀌는 것일까요?답변해주시면 감사하겠습니다."
 중소기업취업연계장학금 직업심리검사 증빙자료,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110505&docId=491353851&qb=7Leo7JeF&enc=utf8,기업취업연계장학금을 수혜한 신규장학생이어서 직업심리검사 결과를 증빙자료로 제출하려하는데 증빙자료에 생년월일이 포함되지 않아서 불안합니다한국장학재단에서는 이름과 생년월일등이 포함되어야 한다는데 생년월일이 포함되는 증빙자료가 없습니다 ㅜㅜ어떻게 제출하면 좋을까요?
 실업급여 2차 취업특강 실업인정 문의드립니다,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=491376094&qb=7Leo7JeF&enc=utf8,"급여 2차 취업특강만으로 구직인정 되나요? 입사지원x, 면접x2-3년 전에도 실업급여 받은 적 있는데, 그 때 취업특강 2-3개 정도 들은 것 같아요.취업특강 횟수 3회까지 인정된다는 말이 있던데,이번에는 적용이 안되는건가요?"
" 조기취업수당 받으려면 꼭 알아야 할 조건들, 뭐가 있나요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492127278&qb=7Leo7JeF&enc=utf8," 전에 실업급여 신청하면서 조기취업수당이라는 걸 알게 됐는데요. 이게 정확히 어떤 조건들이 충족돼야 받을 수 있는지 헷갈려서요. 특히 재취업 후에 얼마나 오래 일해야 하는지, 그리고 중간에 잠깐 쉬는 기간 없이 계속 일해야 하는지 궁금해요. 또, 만약에 일하다가 중간에 이직하게 되면 어떻게 되는지도 알고 싶어요. 주변에 물어볼 사람이 없어서 답답한 마음에 질문 올려봅니다. 혹시 최근에 신청해보신 분 있으면 경험담도 듣고 싶어요!"
 오픽토스 점수 없이도 금융권에 취업 가능한가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=406&docId=490532367&qb=7Leo7JeF&enc=utf8," 오픽이나 토스 시험을 치르지 않았는데, 이러한 어학 점수 없이도 금융권에 취업할 수 있는 방법이 있을까요? 다른 역량이나 경험을 어떻게 강조하면 좋을지 조언 부탁드립니다."
 2025 취업박람회 현재 진행중인 것?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=488700560&qb=7Leo7JeF&enc=utf8,하세요 2025 취업박람회 하반기 지금 하는 정보 있을까요?지역은 서울권이고 채용정보나 취업을 희망하고 있습니다. 취업박람회나 채용박람회 통해 정보 얻고 오프라인으로도 의향이 있습니다. 좋은정보 알려주세요 !
 실업급여 조기취업수당 관련문의요!,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=492315753&qb=7Leo7JeF&enc=utf8,하세요실업급여 5회차까지 받고 취업중인 사람입니다.혹시 저도 조기취업수당을 받을수있는지 궁금해요ㅜㅜ
년자 의제 후 취업과 유학 준비 방법은?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60215&docId=491783528&qb=7Leo7JeF&enc=utf8,"21살 때 미성년자 의제 및 아청을 저지르고 제작년에 집유 받고 재판을 끝냈습니다.이런 상황에서 학업에 복귀를 하였는데, 유학 및 취업과 관련해서 많은 애로사항이 있을 것 같아 심히 걱정이 됩니다.어리석어 스스로를 고난길에 넣은 잘못이 크지만, 그럼에도 좋은 방법이 있는지 많이 공부하신 분들께 여쭤보고 싶습니다.1. 해외여행에 결격사유가 있는자 문항에 저는 해당이 되는 것으로 생각되는데, 어떻게 준비를 해야할까요2. 비자 및 여권 발급에 문제가 있을까요3. 여행 같은 경우는 어떻게 준비하나요4. 대기업 및 중견기업 취업은 힘들까요 관련태그: 미성년 대상 성범죄, 형사일반/기타범죄"
 보건복지부나 건강보험공단에 취업하는방법,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=709&docId=491248196&qb=7Leo7JeF&enc=utf8, 보건행정학과에 입학했는데 병원취업보다는 보건관련 공무원이 되고 싶습니다. 1학년때부터 천천히 준비하고싶은데 도움주시면 감사하겠습니다^^
" 취업 준비가 너무 힘들 때, 잠깐 쉬어가도 괜찮을까요?",https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40602&docId=491860736&qb=7Leo7JeF&enc=utf8," 반복되는 취업 준비에 지쳐가고 있어요. 자격증, 면접, 자소서까지 챙기려니 정말 멘탈이 붕괴될 것 같아요. 주변 친구들은 하나둘씩 취업하는데 저만 뒤처지는 것 같아서 더 초조해지네요. 혹시 여러분은 취업 준비하면서 지칠 때 어떻게 힐링하셨나요? 잠깐 쉬어가도 괜찮을지, 아니면 끝까지 버텨야 하는지 여러분의 경험이 궁금해요."
 비전공자가 대전VMD학원다니고 취업할 수 있을까요?,https://kin.naver.com/qna/detail.naver?d1id=3&dirId=31301&docId=352317545&qb=7Leo7JeF&enc=utf8,"하세요. 전공은 경영학과지만 최근 매장 VMD에 관심이 생겼습니다. 졸업학년이라 부전공을 하기에는 늦었다고 생각되서 학원을 알아보고 있는게 이게 맞는건지 걱정돼서 질문남겨요. 1. 비전공자도 취업할 수 있을까요? 2. 잡코리아나 사람인에서 검색해보면 포토샵, 일러스트, 2D 캐드, 맥스 등등 있던데 뭘배워야할까요? 부모님은 저 하고싶은거 하라면서 알아보라고하는데 만약 학원을 다닌다면 VMD를 전문적으로 배울 수 있는곳이 있을까요?"
 국비지원 수업시작하고 국민취업지원제도 신청 가능한가요?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=40612&docId=491622363&qb=7Leo7JeF&enc=utf8,지원으로 수업듣기 시작했는데 수업듣기 시작한 뒤에 국민취업지원제도가 있는걸 알게되었는데 수업듣기 시작한 이후에 국민취업지원제도 신청해도 되나요?
 국민취업제도1유형 & 내일배움카드,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60804&docId=491648776&qb=7Leo7JeF&enc=utf8,"취업제도 1유형에 선발이 되었어요. 바로 취업준비를 하는게 아니고 내일배움카드로 평소에 하고 싶었던 배움학원을 다니려고 합니다.이럴 경우엔 학원수강 자체가 구직활동으로 해당이 될까요?대부분 이력서 제출이나, 직접 면접도 가면서 구직 활동을 한다고 하더라구요.저 같은 경우는 학원을 다니면서 자격증을 따고 나서 구직활동을 하게 될거라서요이럴경우는 어떻게 하면 될지 답변 부탁드립니다^^"
 취업신고 후 지급금액 언제 되나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=490267921&qb=7Leo7JeF&enc=utf8, 22일 실업인정일인데 20일에 취업을 해서 신청한지 13일이 다 되어갑니다혹시 지급은 언제되는지 알 수 있을까요?고용24어플에서는 계속 처리중이라고 하는데 조금 더 걸리는걸까요?만약 그게 아니라면 언제 받을 수 있나요?
 출소후에 사람의 취업은 어떻게 하나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020601&docId=491037971&qb=7Leo7JeF&enc=utf8, 아는 사람이 징역 2년 7개월정도 친족 성추행 죄로 들어 갔는데요..(참고로 내년에 나옵니다)만약 이렇게 출소한 사람은 혹시 어떤데서 취업이 가능할까요…?그리고 이런말 좀.. 무겁고 하면 안되는거 알지만… 혹시나 이런 출소자가 받을수 있는 지원이나 혜택이 있을까요..?(죄송합니다...)
 실내디자인학원 비전공자도 취업까지 가능할까요?,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1119&docId=274739167&qb=7Leo7JeF&enc=utf8,디자인학원에 관심이 많은 비전공자예요.(__)고등학교를 졸업하고 계약직으로 근무를 하고 있어요.일을 하면서도 미래가 불확실해서 많이 불안해요.안정적인 직장을 갖고 싶어도 특별한 기술이 없네요.저희 친척 분이 인테리어디자이너인데저보고 실내디자인학원다니고 취업하라고 하는데이게 말은 쉽지 현실적으로 가능한건가요?
 실업급여 구직활동 취업증명서 프린터 해가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6080402&docId=491743087&qb=7Leo7JeF&enc=utf8,4차인데요 구직활동 잡코리아에서 두번 했습니다취업증명서 이거를 뽑아서가야하나요 아니면인터넷으로 발송후 방문해야하나요
 30대 남자 세무사 사무실 취업 가능합니까?,https://kin.naver.com/qna/detail.naver?d1id=4&dirId=403&docId=491133861&qb=7Leo7JeF&enc=utf8,사 시험을 막 시작한 30초 남자 입니다. 1~2년 준비 후 어느 정도 합격각이 보이면 좀 더 매진 하고 아니면 전산세무 취득 후 세무사 사무실 취업을 해서 사무장이 되는 것을 목표로 해보고자 합니다다만 제가 이 분야 경험이 없고 나이가 있어 가능 할지 궁금합니다..업계 상황을 잘 아시는 분들의 조언 주시면 감사드리겠습니다.
 국가국가장학금 취업연계중점대학유형,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110503&docId=491476419&qb=7Leo7JeF&enc=utf8," 편입학 합격발표가 이번에 나왔는데요.국가장학금 신청기간도 지났고,국가근로장학금 (1.2차 통합)신청기간은 끝난듯해서 신청표시가 없더라구요.제가 지난 학기 성적이 괜찮아서 국가근로장학금을 꼭 신청하고 싶은데요.취업연계중점대학유형만 신청가능한 표시가 뜹니다. 1.2차 통합유형은 제가 원하는곳을 선택할 수 있었는데취업연계는 학과와 연계된 곳만 제가 갈 수 있는것인지 학과 상관없이 집 근처에 원하는 곳에 선택할 수는 없는것인지 궁금합니다."
